Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
1000,Sergio Gómez,es ESP,"FW,MF",Manchester City,eng Premier League,22.0,2000.0,6,0,53,0.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,4.0,2.0,4.0,0.0,1.7,1.7,0.0,1.7,0.41,0.31,0.73,0.41,0.73
1135,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,30.0,1993.0,32,32,2869,31.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,Sergio Ramos,es ESP,DF,Sevilla,es La Liga,37.0,1986.0,28,28,2517,28.0,3,0,3,3,0,0,7,1,1.9,1.9,0.1,2.0,11.0,81.0,5.0,0.11,0.0,0.11,0.11,0.11,0.07,0.0,0.07,0.07,0.07
2209,Sergio Reguilón,es ESP,DF,Brentford,eng Premier League,26.0,1996.0,16,14,1118,12.4,0,4,4,0,0,0,4,1,0.8,0.8,2.8,3.6,34.0,38.0,40.0,0.0,0.32,0.32,0.0,0.32,0.06,0.23,0.29,0.06,0.29
2251,Sergio Rodelas,es ESP,"FW,DF",Granada,es La Liga,18.0,2004.0,3,2,122,1.4,0,1,1,0,0,0,0,0,0.0,0.0,1.1,1.2,3.0,1.0,5.0,0.0,0.74,0.74,0.0,0.74,0.02,0.84,0.86,0.02,0.86
2298,Sergio Ruiz,es ESP,MF,Granada,es La Liga,28.0,1994.0,35,30,2494,27.7,0,4,4,0,0,0,9,0,0.7,0.7,1.3,2.0,34.0,113.0,23.0,0.0,0.14,0.14,0.0,0.14,0.03,0.05,0.07,0.03,0.07
1065,Serhou Guirassy,gn GUI,FW,Stuttgart,de Bundesliga,27.0,1996.0,28,25,2208,24.5,28,3,31,24,4,4,0,0,20.8,17.6,6.6,24.2,32.0,56.0,183.0,1.14,0.12,1.26,0.98,1.1,0.85,0.27,1.12,0.72,0.99
879,Seydou Fini,it ITA,"DF,FW",Genoa,it Serie A,17.0,2006.0,3,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34
1902,Shamar Nicholson,jm JAM,FW,Clermont Foot,fr Ligue 1,26.0,1997.0,26,17,1484,16.5,4,3,7,3,1,2,2,0,5.9,4.4,1.1,5.4,18.0,33.0,110.0,0.24,0.18,0.42,0.18,0.36,0.36,0.07,0.43,0.26,0.33
212,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,25.0,1998.0,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3.0,5.0,1.0,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43
176,Shavy Babicka,ga GAB,"FW,MF",Toulouse,fr Ligue 1,23.0,2000.0,12,4,373,4.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,17.0,8.0,64.0,0.24,0.0,0.24,0.24,0.24,0.14,0.03,0.17,0.14,0.17
247,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,28.0,1995.0,15,8,771,8.6,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,28.0,13.0,87.0,0.23,0.23,0.47,0.23,0.47,0.17,0.21,0.38,0.17,0.38
916,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,de Bundesliga,19.0,2004.0,5,0,36,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.07,0.47,0.4,0.47
2755,Shon Weissman,il ISR,"FW,DF",Salernitana,it Serie A,27.0,1996.0,11,5,494,5.5,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,0.0,4.0,22.0,0.18,0.0,0.18,0.18,0.18,0.19,0.02,0.21,0.19,0.21
2671,Siebe Van Der Heyden,be BEL,DF,Mallorca,es La Liga,25.0,1998.0,6,4,286,3.2,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
1310,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,24.0,1998.0,27,8,900,10.0,5,2,7,5,0,1,0,0,5.7,4.9,2.3,7.2,49.0,25.0,130.0,0.5,0.2,0.7,0.5,0.7,0.57,0.23,0.8,0.49,0.72
1114,Silvan Hefti,ch SUI,"DF,FW",Montpellier,fr Ligue 1,25.0,1997.0,11,9,711,7.9,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.2,14.0,25.0,36.0,0.0,0.13,0.13,0.0,0.13,0.03,0.13,0.15,0.03,0.15
2764,Silvan Widmer,ch SUI,DF,Mainz 05,de Bundesliga,30.0,1993.0,20,13,1242,13.8,1,3,4,1,0,0,4,0,1.4,1.4,3.5,4.8,31.0,54.0,63.0,0.07,0.22,0.29,0.07,0.29,0.1,0.25,0.35,0.1,0.35
550,Silvi Clúa,es ESP,MF,Girona,es La Liga,18.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,Simeon Nwankwo,ng NGA,FW,Salernitana,it Serie A,31.0,1992.0,15,6,686,7.6,3,0,3,3,0,0,0,0,2.7,2.7,0.6,3.2,6.0,7.0,39.0,0.39,0.0,0.39,0.39,0.39,0.35,0.07,0.42,0.35,0.42
26,Simon Adingra,ci CIV,FW,Brighton,eng Premier League,21.0,2002.0,31,25,2222,24.7,6,1,7,6,0,0,3,0,4.3,4.3,3.7,8.0,111.0,50.0,278.0,0.24,0.04,0.28,0.24,0.28,0.17,0.15,0.32,0.17,0.32
790,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,18.0,2004.0,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Simon Elisor,fr FRA,FW,Metz,fr Ligue 1,24.0,1999.0,14,9,767,8.5,1,0,1,1,0,1,1,0,2.3,1.5,0.9,2.4,9.0,14.0,43.0,0.12,0.0,0.12,0.12,0.12,0.27,0.11,0.38,0.18,0.29
1341,Simon Kjær,dk DEN,DF,Milan,it Serie A,34.0,1989.0,20,14,1171,13.0,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,4.0,52.0,0.0,0.0,0.08,0.08,0.0,0.08,0.04,0.06,0.1,0.04,0.1
2841,Simon Zoller,de GER,"FW,MF",Bochum,de Bundesliga,32.0,1991.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Simone Aresti,it ITA,GK,Cagliari,it Serie A,37.0,1986.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Simone Bastoni,it ITA,"MF,DF",Empoli,it Serie A,26.0,1996.0,16,9,745,8.3,1,0,1,1,0,0,3,0,0.4,0.4,0.5,0.9,12.0,31.0,26.0,0.12,0.0,0.12,0.12,0.12,0.05,0.06,0.11,0.05,0.11
2020,Simone Pafundi,it ITA,MF,Udinese,it Serie A,17.0,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,28.0,1995.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,Simone Romagnoli,it ITA,DF,Frosinone,it Serie A,33.0,1990.0,33,30,2715,30.2,1,1,2,1,0,0,6,0,1.2,1.2,0.4,1.6,2.0,47.0,2.0,0.03,0.03,0.07,0.03,0.07,0.04,0.01,0.05,0.04,0.05
2396,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27.0,1996.0,31,31,2789,31.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2691,Simone Verdi,it ITA,FW,Torino,it Serie A,31.0,1992.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,22.0,2001.0,10,10,889,9.9,0,0,0,0,0,0,2,0,1.0,1.0,0.7,1.7,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17
758,Siriné Doucouré,ml MLI,FW,Lorient,fr Ligue 1,21.0,2002.0,11,5,423,4.7,1,3,4,1,0,0,2,0,0.9,0.9,1.3,2.2,14.0,5.0,35.0,0.21,0.64,0.85,0.21,0.85,0.2,0.28,0.47,0.2,0.47
91,Skelly Alvero,fr FRA,MF,Lyon,fr Ligue 1,21.0,2002.0,8,6,426,4.7,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,3.0,27.0,13.0,0.21,0.0,0.21,0.21,0.21,0.09,0.0,0.09,0.09,0.09
724,Sofiane Diop,fr FRA,FW,Nice,fr Ligue 1,23.0,2000.0,10,6,499,5.5,0,0,0,0,0,0,0,0,1.2,1.2,0.8,2.0,20.0,17.0,43.0,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.36,0.22,0.36
2424,Sofiane Sidi Ali,fr FRA,MF,Marseille,fr Ligue 1,28.0,1995.0,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
105,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,eng Premier League,26.0,1996.0,21,10,938,10.4,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,6.0,66.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
2034,Sokratis Papastathopoulos,gr GRE,DF,Betis,es La Liga,35.0,1988.0,15,12,1136,12.6,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
1610,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,29.0,1994.0,7,7,554,6.2,3,1,4,3,0,0,1,0,2.0,2.0,1.0,2.9,14.0,24.0,44.0,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47
1139,Son Heung-min,kr KOR,FW,Tottenham,eng Premier League,31.0,1992.0,35,34,2934,32.6,17,10,27,15,2,2,1,0,12.0,10.4,11.8,22.2,119.0,139.0,325.0,0.52,0.31,0.83,0.46,0.77,0.37,0.36,0.73,0.32,0.68
1273,Sory Kaba,gn GUI,FW,Las Palmas,es La Liga,28.0,1995.0,17,9,720,8.0,1,1,2,1,0,0,2,0,1.5,1.5,0.3,1.8,7.0,12.0,36.0,0.12,0.12,0.25,0.12,0.25,0.18,0.04,0.23,0.18,0.23
2620,Souleymane Touré,fr FRA,DF,Lorient,fr Ligue 1,20.0,2003.0,24,23,2051,22.8,1,1,2,1,0,0,6,0,1.7,1.7,0.4,2.2,24.0,73.0,25.0,0.04,0.04,0.09,0.04,0.09,0.08,0.02,0.1,0.08,0.1
1557,Soungoutou Magassa,fr FRA,"DF,MF",Monaco,fr Ligue 1,19.0,2003.0,21,15,1346,15.0,0,0,0,0,0,0,7,0,0.6,0.6,0.1,0.8,7.0,92.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
175,Srđan Babić,rs SRB,DF,Almería,es La Liga,27.0,1996.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
1495,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,28.0,1994.0,38,38,3282,36.5,0,1,1,0,0,0,4,0,0.6,0.6,1.3,1.9,29.0,188.0,34.0,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.05,0.02,0.05
1861,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,24.0,1999.0,11,7,631,7.0,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,7.0,37.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
186,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18.0,2004.0,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31.0,1991.0,10,8,666,7.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
1419,Stefan Lainer,at AUT,"DF,MF",Gladbach,de Bundesliga,30.0,1992.0,15,8,751,8.3,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,15.0,37.0,31.0,0.0,0.12,0.12,0.0,0.12,0.02,0.08,0.11,0.02,0.11
1460,Stefan Lekovic,rs SRB,DF,Villarreal,es La Liga,19.0,2004.0,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,33.0,1990.0,11,9,699,7.8,1,0,1,1,0,0,3,0,0.1,0.1,0.3,0.4,4.0,19.0,2.0,0.13,0.0,0.13,0.13,0.13,0.01,0.04,0.05,0.01,0.05
1994,Stefan Ortega,de GER,GK,Manchester City,eng Premier League,30.0,1992.0,9,5,635,7.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,Stefan Posch,at AUT,DF,Bologna,it Serie A,26.0,1997.0,31,29,2409,26.8,1,2,3,1,0,0,7,0,1.2,1.2,2.1,3.3,44.0,123.0,64.0,0.04,0.07,0.11,0.04,0.11,0.04,0.08,0.12,0.04,0.12
2368,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32.0,1991.0,23,19,1630,18.1,0,0,0,0,0,0,7,1,0.3,0.3,0.1,0.5,14.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
2380,Stefan Schimmer,de GER,"MF,FW",Heidenheim,de Bundesliga,29.0,1994.0,16,0,153,1.7,0,1,1,0,0,0,0,0,0.6,0.6,0.9,1.5,1.0,2.0,12.0,0.0,0.59,0.59,0.0,0.59,0.34,0.51,0.85,0.34,0.85
2734,Stefan de Vrij,nl NED,DF,Inter,it Serie A,31.0,1992.0,25,17,1586,17.6,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,6.0,43.0,2.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05
2304,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,30.0,1993.0,32,30,2429,27.0,0,1,1,0,0,0,5,0,0.8,0.8,1.9,2.7,69.0,88.0,101.0,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1
2413,Stefano Sensi,it ITA,MF,Inter,it Serie A,27.0,1995.0,4,0,46,0.5,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,3.0,3.0,4.0,0.0,1.96,1.96,0.0,1.96,0.16,0.25,0.42,0.16,0.42
2645,Stefano Turati,it ITA,GK,Frosinone,it Serie A,21.0,2001.0,31,31,2745,30.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2595,Steffen Tigges,de GER,FW,Köln,de Bundesliga,25.0,1998.0,25,6,727,8.1,3,0,3,3,0,0,0,0,2.6,2.6,1.6,4.1,9.0,10.0,48.0,0.37,0.0,0.37,0.37,0.37,0.32,0.19,0.51,0.32,0.51
2419,Stephan El Shaarawy,it ITA,"FW,DF",Roma,it Serie A,30.0,1992.0,33,19,1738,19.3,3,4,7,3,0,0,2,0,2.5,2.5,2.3,4.8,46.0,44.0,131.0,0.16,0.21,0.36,0.16,0.36,0.13,0.12,0.25,0.13,0.25
1595,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38.0,1985.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28.0,1994.0,32,20,1769,19.7,6,2,8,6,0,0,2,1,8.9,8.9,2.1,11.0,22.0,25.0,111.0,0.31,0.1,0.41,0.31,0.41,0.45,0.11,0.56,0.45,0.56
1898,Steve Ngoura,fr FRA,"FW,MF",Le Havre,fr Ligue 1,18.0,2005.0,12,1,223,2.5,0,1,1,0,0,0,0,0,0.5,0.5,0.1,0.6,3.0,9.0,19.0,0.0,0.4,0.4,0.0,0.4,0.19,0.03,0.22,0.19,0.22
230,Steven Baseya,fr FRA,DF,Strasbourg,fr Ligue 1,18.0,2005.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2423,Steven Shpendi,al ALB,"FW,MF",Empoli,it Serie A,20.0,2003.0,12,4,411,4.6,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.9,3.0,6.0,32.0,0.0,0.22,0.22,0.0,0.22,0.09,0.1,0.2,0.09,0.2
2494,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27.0,1996.0,22,16,1516,16.8,0,1,1,0,0,0,5,0,0.4,0.4,0.6,1.0,16.0,157.0,22.0,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.06,0.02,0.06
718,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29.0,1993.0,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Stredair Appuah,fr FRA,"FW,MF",Nantes,fr Ligue 1,19.0,2004.0,4,0,84,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46
2414,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,26.0,1997.0,25,19,1659,18.4,0,2,2,0,0,0,7,0,1.0,1.0,1.4,2.4,20.0,68.0,36.0,0.0,0.11,0.11,0.0,0.11,0.05,0.07,0.13,0.05,0.13
2528,Suso,es ESP,"MF,FW",Sevilla,es La Liga,29.0,1993.0,29,15,1517,16.9,1,4,5,1,0,0,5,1,1.4,1.4,3.9,5.3,41.0,110.0,109.0,0.06,0.24,0.3,0.06,0.3,0.08,0.23,0.32,0.08,0.32
351,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,23.0,2000.0,17,15,1377,15.3,2,2,4,2,0,0,2,0,0.6,0.6,1.0,1.6,0.0,35.0,5.0,0.13,0.13,0.26,0.13,0.26,0.04,0.07,0.11,0.04,0.11
1746,Sven Michel,de GER,"FW,MF",Augsburg,de Bundesliga,33.0,1990.0,22,5,583,6.5,2,1,3,1,1,2,2,0,2.4,0.8,0.8,1.7,6.0,14.0,44.0,0.31,0.15,0.46,0.15,0.31,0.37,0.13,0.5,0.13,0.26
2654,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,34.0,1988.0,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,Sydie Peck,eng ENG,MF,Sheffield Utd,eng Premier League,18.0,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,Sydney van Hooijdonk,nl NED,FW,Bologna,it Serie A,23.0,2000.0,9,2,212,2.4,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.31,0.26,0.31
2847,Szymon Żurkowski,pl POL,MF,Empoli,it Serie A,25.0,1997.0,13,10,868,9.6,4,0,4,4,0,0,4,0,1.0,1.0,0.1,1.1,17.0,20.0,37.0,0.41,0.0,0.41,0.41,0.41,0.1,0.01,0.11,0.1,0.11
2369,Sávio,br BRA,"FW,MF",Girona,es La Liga,19.0,2004.0,37,35,2976,33.1,9,10,19,9,0,0,5,0,6.1,6.1,7.9,14.0,181.0,93.0,372.0,0.27,0.3,0.57,0.27,0.57,0.18,0.24,0.42,0.18,0.42
554,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,34.0,1988.0,12,7,665,7.4,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,5.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
1095,Sébastien Haller,ci CIV,FW,Dortmund,de Bundesliga,29.0,1994.0,14,5,396,4.4,0,1,1,0,0,0,2,0,0.9,0.9,0.7,1.7,11.0,11.0,34.0,0.0,0.23,0.23,0.0,0.23,0.22,0.17,0.39,0.22,0.39
78,Tadeo Allende,ar ARG,"MF,FW",Celta Vigo,es La Liga,24.0,1999.0,10,2,336,3.7,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,9.0,7.0,25.0,0.27,0.0,0.27,0.27,0.27,0.33,0.1,0.43,0.33,0.43
529,Tahith Chong,nl NED,"MF,FW",Luton Town,eng Premier League,23.0,1999.0,33,20,1982,22.0,4,0,4,4,0,0,4,0,2.7,2.7,0.5,3.2,57.0,72.0,101.0,0.18,0.0,0.18,0.18,0.18,0.12,0.02,0.15,0.12,0.15
165,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25.0,1997.0,20,12,1042,11.6,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8.0,14.0,45.0,0.52,0.26,0.78,0.52,0.78,0.41,0.15,0.56,0.41,0.56
398,Tajon Buchanan,ca CAN,DF,Inter,it Serie A,24.0,1999.0,10,0,161,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,12.0,4.0,22.0,0.56,0.0,0.56,0.56,0.56,0.11,0.18,0.29,0.11,0.29
1395,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,22.0,2001.0,30,24,2150,23.9,7,4,11,7,0,0,1,0,3.5,3.5,6.4,9.9,136.0,89.0,231.0,0.29,0.17,0.46,0.29,0.46,0.15,0.27,0.42,0.15,0.42
2606,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,24.0,1998.0,22,10,1149,12.8,2,1,3,2,0,0,2,1,1.5,1.5,0.4,1.9,17.0,72.0,37.0,0.16,0.08,0.23,0.16,0.23,0.12,0.03,0.15,0.12,0.15
145,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28.0,1994.0,29,26,1986,22.1,6,1,7,6,0,0,2,0,7.9,7.9,1.3,9.2,56.0,32.0,167.0,0.27,0.05,0.32,0.27,0.32,0.36,0.06,0.42,0.36,0.42
1762,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,28.0,1995.0,30,25,2117,23.5,9,6,15,9,0,0,4,0,5.9,5.9,4.9,10.8,48.0,97.0,198.0,0.38,0.26,0.64,0.38,0.64,0.25,0.21,0.46,0.25,0.46
13,Tammy Abraham,eng ENG,FW,Roma,it Serie A,25.0,1997.0,8,2,242,2.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,6.0,4.0,15.0,0.37,0.0,0.37,0.37,0.37,0.22,0.05,0.27,0.22,0.27
596,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,22.0,2001.0,16,7,623,6.9,1,0,1,1,0,0,2,0,2.6,2.6,0.8,3.3,27.0,13.0,48.0,0.14,0.0,0.14,0.14,0.14,0.37,0.11,0.48,0.37,0.48
1901,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,21.0,2002.0,8,3,318,3.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1426,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,22.0,2000.0,19,10,914,10.2,0,3,3,0,0,0,3,0,0.4,0.4,1.2,1.7,39.0,17.0,64.0,0.0,0.3,0.3,0.0,0.3,0.04,0.12,0.16,0.04,0.16
526,Tawanda Chirewa,zw ZIM,"MF,FW",Wolves,eng Premier League,19.0,2003.0,8,1,145,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12
2578,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,29.0,1993.0,28,25,2113,23.5,6,3,9,5,1,1,7,0,3.1,2.3,3.7,6.0,29.0,157.0,112.0,0.26,0.13,0.38,0.21,0.34,0.13,0.16,0.29,0.1,0.26
1733,Teden Mengi,eng ENG,DF,Luton Town,eng Premier League,21.0,2002.0,30,28,2469,27.4,1,0,1,1,0,0,3,0,0.6,0.6,0.3,0.9,15.0,54.0,1.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03
1786,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,24.0,1999.0,30,23,1949,21.7,11,2,13,8,3,3,4,0,10.7,8.3,3.2,11.5,24.0,27.0,123.0,0.51,0.09,0.6,0.37,0.46,0.49,0.15,0.64,0.38,0.53
1368,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,25.0,1998.0,34,29,2627,29.2,12,5,17,10,2,2,5,0,6.5,5.0,5.9,10.9,79.0,169.0,190.0,0.41,0.17,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37
574,Theo Corbeanu,ca CAN,"MF,FW",Granada,es La Liga,21.0,2002.0,9,2,182,2.0,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,5.0,5.0,13.0,0.49,0.0,0.49,0.49,0.49,0.14,0.0,0.14,0.14,0.14
1131,Theo Hernández,fr FRA,DF,Milan,it Serie A,25.0,1997.0,32,31,2791,31.0,5,4,9,4,1,2,11,1,4.9,3.4,4.3,7.7,115.0,166.0,124.0,0.16,0.13,0.29,0.13,0.26,0.16,0.14,0.3,0.11,0.25
